"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-maleny","plants","land plants","Sapindaceae","Guioa semiglauca","guioa",,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Harpullia hillii",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Harpullia pendula",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Jagera pseudorhus",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Sapindaceae","Jagera pseudorhus var. pseudorhus",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Sapindaceae","Mischarytera lautereriana","corduroy tamarind",,"C",,"Q",,
"national-park-maleny","plants","land plants","Sapindaceae","Mischocarpus anodontus","veiny pearfruit",,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Mischocarpus pyriformis",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Sapindaceae","Mischocarpus pyriformis subsp. pyriformis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Sarcopteryx stipata","steelwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapindaceae","Toechima tenax","pitted-leaf steelwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapotaceae","Niemeyera chartacea","smooth-leaved plum",,"C",,"Q",,
"national-park-maleny","plants","land plants","Sapotaceae","Planchonella australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapotaceae","Planchonella chartacea",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Sapotaceae","Planchonella cotinifolia var. pubescens",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapotaceae","Planchonella pohlmaniana",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sapotaceae","Pleioluma queenslandica",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Scrophulariaceae","Myoporum acuminatum","coastal boobialla",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Selaginellaceae","Selaginella brisbanensis",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Simaroubaceae","Ailanthus triphysa","white siris",,"C",,"QA",,
"national-park-maleny","plants","land plants","Smilacaceae","Smilax australis","barbed-wire vine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Smilacaceae","Smilax glyciphylla","sweet sarsaparilla",,"C",,"QA",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum americanum",,,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum capsicoides","devil's apple",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum chrysotrichum",,,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum corifolium","straggling nightshade",,"C",,"Q",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum densevestitum",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum linnaeanum","apple of Sodom",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum mauritianum","wild tobacco",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum pseudocapsicum","Madeira winter cherry",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum seaforthianum","Brazilian nightshade",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum shirleyanum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum stelligerum","devil's needles",,"C",,"QA",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum torvum","devil's fig",,,,"IU",,
"national-park-maleny","plants","land plants","Solanaceae","Solanum vicinum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Argyrodendron actinophyllum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Argyrodendron trifoliolatum","booyong",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Sterculiaceae","Brachychiton acerifolius","flame tree",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Brachychiton discolor",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Brachychiton populneus subsp. populneus",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Brachychiton populneus subsp. trilobus",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Sterculiaceae","Sterculia quadrifida","peanut tree",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Surianaceae","Guilfoylia monostylis","guilfoylia",,"C",,"QA",,
"national-park-maleny","plants","land plants","Symplocaceae","Symplocos harroldii","hairy hazelwood",,"NT",,"Q",,
"national-park-maleny","plants","land plants","Symplocaceae","Symplocos thwaitesii","buff hazelwood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Tectariaceae","Arthropteris beckleri",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Tectariaceae","Arthropteris tenella","climbing fern",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Thelypteridaceae","Christella dentata","creek fern",,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Thelypteridaceae","Christella parasitica",,,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Thymelaeaceae","Pimelea altior",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Thymelaeaceae","Pimelea latifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Thymelaeaceae","Wikstroemia indica","tie bush",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Urticaceae","Boehmeria virgata var. austroqueenslandica",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Urticaceae","Dendrocnide excelsa","giant stinging tree",,"C",,"QA",,
"national-park-maleny","plants","land plants","Urticaceae","Dendrocnide photiniphylla","shiny-leaved stinging tree",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Urticaceae","Elatostema reticulatum","rainforest spinach",,"C",,"QA",,
"national-park-maleny","plants","land plants","Urticaceae","Elatostema stipitatum","soft nettle",,"C",,"QA",,
"national-park-maleny","plants","land plants","Urticaceae","Pipturus argenteus","white nettle",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Urticaceae","Urtica incisa","stinging nettle",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Verbenaceae","Lantana camara","lantana",,,,"IU",,
"national-park-maleny","plants","land plants","Verbenaceae","Verbena bonariensis","purpletop",,,,"IU",,
"national-park-maleny","plants","land plants","Viburnaceae","Sambucus australasica","native elderberry",,"C",,"QA",,
"national-park-maleny","plants","land plants","Violaceae","Pigea stellarioides",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Violaceae","Viola hederacea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Violaceae","Viola perreniformis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Violaceae","Viola silicestris",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Vitaceae","Apocissus antarctica",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Vitaceae","Causonis australasica",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Vitaceae","Causonis clematidea",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Vitaceae","Causonis eurynema",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Vitaceae","Clematicissus opaca",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Vitaceae","Tetrastigma nitens","shining grape",,"C",,"QA",,
"national-park-maleny","plants","land plants","Winteraceae","Tasmannia insipida","brush pepperbush",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Xanthorrhoeaceae","Xanthorrhoea",,,,,"U",,
"national-park-maleny","plants","land plants","Xanthorrhoeaceae","Xanthorrhoea latifolia subsp. latifolia",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Zamiaceae","Lepidozamia peroffskyana","shining burrawang",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Zamiaceae","Macrozamia lucida","pineapple zamia",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Zingiberaceae","Alpinia arundelliana",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Zingiberaceae","Alpinia caerulea","wild ginger",,"C",,"QA",,
"national-park-maleny","protozoans","Ceratiomyxomycetes","Ceratiomyxaceae","Ceratiomyxa fruticulosa",,,"C",,"Q",,
